Generation 0:
fit: (0.135,) | [1, 782, 40, 1078, 469, 1, 164, 215, 344, 632, 0, 9, 3, 37, 721, 0, 174, 220, 282, 639, 0, 1, 530, 578, 514, 1, 43, 385, 409, 662, 0, 597, 607, 70, 234, 0, 249, 685, 863, 599, 1, 597, 661, 282, 587]
fit: (0.05,) | [0, 551, 74, 539, 466, 0, 147, 108, 1073, 268, 0, 574, 555, 1005, 400, 0, 864, 249, 625, 121, 1, 1164, 563, 259, 370, 0, 197, 391, 952, 254, 1, 733, 622, 1168, 716, 0, 1019, 685, 1275, 325, 1, 850, 506, 583, 694]
fit: (0.04831932773109244,) | [1, 447, 664, 307, 454, 1, 1147, 748, 624, 335, 0, 343, 708, 198, 367, 0, 770, 46, 302, 207, 0, 95, 338, 1176, 510, 1, 557, 716, 520, 404, 0, 1077, 467, 541, 173, 0, 759, 355, 33, 318, 0, 142, 571, 376, 273]
fit: (0.03,) | [0, 27, 44, 1030, 605, 1, 752, 718, 1264, 376, 1, 910, 340, 783, 369, 0, 1105, 521, 630, 239, 0, 462, 97, 1216, 119, 0, 591, 389, 544, 6, 0, 444, 223, 545, 26, 0, 1277, 250, 183, 470, 0, 632, 243, 207, 7]
fit: (1e-07,) | [0, 277, 38, 797, 33, 1, 393, 713, 1132, 736, 0, 465, 377, 280, 323, 1, 1003, 201, 513, 200, 1, 1088, 162, 754, 638, 1, 676, 739, 149, 331, 1, 263, 259, 698, 130, 0, 23, 340, 402, 457, 0, 199, 210, 285, 734]
fit: (1e-07,) | [1, 143, 460, 134, 573, 0, 905, 60, 770, 560, 1, 989, 391, 1161, 97, 0, 46, 372, 809, 50, 0, 141, 446, 392, 400, 0, 856, 618, 88, 216, 0, 1191, 269, 399, 186, 1, 867, 264, 336, 701, 1, 357, 9, 375, 126]
fit: (1e-07,) | [1, 166, 280, 819, 307, 0, 20, 615, 683, 452, 1, 151, 33, 235, 154, 1, 1050, 239, 806, 168, 1, 94, 293, 843, 184, 1, 752, 248, 626, 534, 1, 530, 111, 734, 667, 1, 229, 287, 537, 322, 1, 864, 475, 1214, 496]
fit: (1e-07,) | [0, 640, 325, 1034, 451, 0, 76, 617, 267, 624, 0, 423, 142, 1079, 255, 1, 180, 512, 899, 240, 0, 473, 94, 801, 622, 0, 1197, 298, 1268, 308, 1, 575, 128, 423, 579, 1, 852, 557, 1274, 652, 1, 52, 522, 793, 114]
fit: (1e-07,) | [0, 498, 512, 602, 581, 0, 996, 156, 1130, 303, 1, 1221, 564, 1081, 661, 1, 580, 273, 542, 476, 1, 1241, 532, 573, 726, 0, 22, 626, 743, 323, 1, 725, 186, 1171, 51, 1, 470, 530, 591, 409, 1, 198, 598, 1216, 152]
fit: (1e-07,) | [0, 808, 689, 1016, 306, 0, 220, 18, 315, 558, 1, 91, 490, 1096, 656, 0, 1206, 14, 1267, 382, 0, 406, 500, 893, 754, 0, 1187, 564, 766, 511, 1, 87, 222, 292, 132, 1, 796, 503, 150, 311, 1, 724, 751, 319, 364]
